Patrimonio;Prefixo;Material;Operacao;Tipo;Subtipo;Unidade;Unidade Agrupadora;Estado;Acautelado Para
-;-;Cotoveleira Tática De Tecido (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cotoveleira Tática De Tecido (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cotoveleira Tática De Tecido (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cotoveleira Tática De Tecido (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cantil;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cantil;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cantil;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cantil;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Joelheira Tática Articulada (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Joelheira Tática Articulada (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Joelheira Tática Articulada (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Corda De Prontidão - 50m a 100m;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Corda De Prontidão - 50m a 100m;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Corda De Prontidão - 50m a 100m;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/6 - Cordeiro;6º GBM - Nova Friburgo;operando;-
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
